gauge_id,gauge_lat,gauge_lon,geometry,GPP_gCperm2yr,C4_fraction,C4_fraction_un
5489000,41.219,-92.90853,POINT (-92.90853 41.219),1688.7788,35.45763027,3.179956817
5495000,40.39241,-91.59788,POINT (-91.59788 40.39241),1498.7443,24.55706834,1.756163471
5495500,40.14282,-91.33737,POINT (-91.33737 40.14282),1739.1483,28.04077973,2.730843553
5501000,39.81799,-91.5177,POINT (-91.5177 39.81799),1814.5385,24.01009176,1.452738062
5503800,39.58483,-91.99349,POINT (-91.99349 39.58483),1738.5446,24.01009176,1.452738062
5507600,39.43143,-91.67627,POINT (-91.67627 39.43143),1731.7412,22.1786256,1.716533083
5508805,39.52046,-91.34275,POINT (-91.34275 39.52046),1825.626,28.82471327,2.339867255
5514500,39.0088,-90.97754,POINT (-90.97754 39.0088),1756.123,31.04027887,2.395530083
5525500,40.63004,-87.72392,POINT (-87.72392 40.63004),1671.3625,37.83655141,3.759350997
5556500,41.36587,-89.49843,POINT (-89.49843 41.36587),1689.0724,37.76105904,3.593538673
5584500,40.33032,-90.89624,POINT (-90.89624 40.33032),1873.8932,31.16886245,2.731590287
5585000,40.02477,-90.63179,POINT (-90.63179 40.02477),1948.0983,31.16886245,2.731590287
5591550,39.5067,-88.52756,POINT (-88.52756 39.5067),1692.2938,29.10613951,
5592050,39.40587,-88.89646,POINT (-88.89646 39.40587),1630.4347,34.48547385,3.288860254
5592575,38.93699,-88.95284,POINT (-88.95284 38.93699),1963.794,29.63027593,2.312061874
5593575,38.44172,-89.41675,POINT (-89.41675 38.44172),1684.2643,26.07997761,2.385611843
5593900,39.14894,-89.35231,POINT (-89.35231 39.14894),1814.6803,38.08134719,3.587694932
5595730,38.25394,-89.03979,POINT (-89.03979 38.25394),1556.0317,26.07997761,2.385611843
6037500,44.65687,-111.06827,POINT (-111.06827 44.65687),446.51065,,
6043500,45.49743,-111.27051,POINT (-111.27051 45.49743),768.5055,,
6154410,47.9661,-108.66071,POINT (-108.66071 47.9661),893.0375,23.65096934,1.933159486
6188000,44.92772,-110.39381,POINT (-110.39381 44.92772),523.999,10.07807713,2.241709064
6191500,45.11188,-110.79438,POINT (-110.79438 45.11188),429.20822,,
6221400,43.34551,-109.41014,POINT (-109.41014 43.34551),336.07242,18.27172925,2.386126708
6224000,43.1769,-109.20291,POINT (-109.20291 43.1769),358.12424,18.27172925,2.386126708
6278300,44.50802,-107.40369,POINT (-107.40369 44.50802),575.5551,12.7430937,1.706550172
6280300,44.20828,-109.55489,POINT (-109.55489 44.20828),242.34276,6.710953178,1.594830195
6289000,45.00691,-107.61509,POINT (-107.61509 45.00691),676.774,25.81504985,1.98173635
6291500,45.12644,-107.60054,POINT (-107.60054 45.12644),828.2576,25.81504985,1.98173635
6311000,44.02774,-107.08089,POINT (-107.08089 44.02774),595.365,8.94378419,1.626776957
6332515,47.78724,-102.76853,POINT (-102.76853 47.78724),820.27264,22.28475299,1.001776786
6339100,47.23613,-102.76991,POINT (-102.76991 47.23613),758.80206,22.7567572,1.621280642
6339500,47.15445,-102.05989,POINT (-102.05989 47.15445),810.07306,20.39167093,1.30504057
6344600,47.02779,-103.05324,POINT (-103.05324 47.02779),720.0453,25.13574641,1.642744956
6350000,46.42667,-102.55183,POINT (-102.55183 46.42667),797.0537,13.7780045,1.543205738
6352000,46.15417,-102.47405,POINT (-102.47405 46.15417),725.9073,17.20595888,0.889774815
6353000,46.09167,-101.33374,POINT (-101.33374 46.09167),728.7609,23.3649664,1.408084292
6354000,46.37611,-100.93444,POINT (-100.93444 46.37611),753.1423,21.24899034,1.245290619
6360500,45.25582,-100.84292,POINT (-100.84292 45.25582),770.8712,34.15373861,1.992509313
6404000,43.87249,-103.33658,POINT (-103.33658 43.87249),846.9724,28.35117491,2.434256657
6406000,43.82805,-103.19602,POINT (-103.19602 43.82805),813.7931,28.35117491,2.434256657
6408700,44.13665,-103.85854,POINT (-103.85854 44.13665),1026.0167,0.060637113,
6409000,44.01359,-103.83048,POINT (-103.83048 44.01359),875.93024,0.060637113,
6431500,44.48248,-103.86159,POINT (-103.86159 44.48248),1018.55383,0.060637113,
6440200,43.96888,-101.76709,POINT (-101.76709 43.96888),698.9998,36.76403305,2.549558979
6441500,44.32665,-100.3843,POINT (-100.3843 44.32665),690.5064,32.08788306,1.909539712
6447000,43.7525,-101.52487,POINT (-101.52487 43.7525),690.6844,36.76403305,2.549558979
6447500,43.16667,-101.63015,POINT (-101.63015 43.16667),891.6777,31.82271149,2.529499979
6450500,43.60139,-100.74986,POINT (-100.74986 43.60139),911.6567,35.78965406,2.373984737
6452000,43.74833,-99.55649,POINT (-99.55649 43.74833),904.87445,30.74833691,1.373530997
6453600,42.81099,-98.17586,POINT (-98.17586 42.81099),1065.8391,28.76991757,1.79485408
6464500,43.02889,-99.78067,POINT (-99.78067 43.02889),1093.3087,27.70526735,1.701344772
6468170,47.55805,-98.86289,POINT (-98.86289 47.55805),872.50195,7.489230917,1.697219626
6468250,47.39972,-98.79761,POINT (-98.79761 47.39972),900.13165,6.572481235,1.991300579
6470800,46.22524,-98.07177,POINT (-98.07177 46.22524),1088.6315,9.94986136,2.137650025
6477500,43.7764,-98.24567,POINT (-98.24567 43.7764),1149.598,20.47039639,
6479215,45.1808,-97.18619,POINT (-97.18619 45.1808),1093.6986,14.48572513,1.968534479
6479438,45.00608,-97.16508,POINT (-97.16508 45.00608),1107.5339,14.48572513,1.968534479
6601000,42.32158,-96.48768,POINT (-96.48768 42.32158),1653.4377,33.61990244,3.453783435
6614800,40.49609,-105.86501,POINT (-105.86501 40.49609),493.60135,,
6622700,41.37024,-106.52058,POINT (-106.52058 41.37024),852.2037,14.21412354,2.148851738
6623800,41.02358,-106.82477,POINT (-106.82477 41.02358),634.44714,14.21412354,2.148851738
6632400,41.58525,-106.22279,POINT (-106.22279 41.58525),636.50146,20.86339225,2.219458317
6746095,40.53998,-105.88279,POINT (-105.88279 40.53998),617.5049,0.64883614,
6784000,41.03244,-98.74053,POINT (-98.74053 41.03244),1343.5891,37.61396781,2.427009797
6803510,40.89311,-96.68155,POINT (-96.68155 40.89311),1203.8926,33.32366012,3.641316579
6803530,41.0157,-96.54428,POINT (-96.54428 41.0157),1444.2908,37.82862953,3.82975673
6814000,39.94778,-96.10862,POINT (-96.10862 39.94778),1420.6487,34.74726498,3.030074941
6847900,39.76985,-100.10078,POINT (-100.10078 39.76985),936.2773,47.12104065,3.738376239
6853800,39.89925,-98.25043,POINT (-98.25043 39.89925),1188.316,39.19208113,2.295910822
6876700,39.13907,-97.83696,POINT (-97.83696 39.13907),1298.8198,39.77022061,1.886133349
6878000,39.03111,-97.04029,POINT (-97.04029 39.03111),1450.4415,35.5769416,1.885091962
6879650,39.10195,-96.59521,POINT (-96.59521 39.10195),1612.9779,39.19738004,3.149740773
6885500,39.68192,-96.44289,POINT (-96.44289 39.68192),1395.5453,34.74726498,3.030074941
6888500,39.06265,-96.15025,POINT (-96.15025 39.06265),1621.9788,36.12697027,2.760297676
6889200,39.23833,-95.8886,POINT (-95.8886 39.23833),1588.6202,31.36081003,2.821678021
6889500,39.09938,-95.72495,POINT (-95.72495 39.09938),1289.001,31.36081003,2.821678021
6892000,39.11633,-95.01088,POINT (-95.01088 39.11633),1692.9141,36.58158626,2.506474357
6903400,40.95189,-93.25985,POINT (-93.25985 40.95189),1642.6307,25.29179013,2.305322682
6906800,38.70225,-92.97883,POINT (-92.97883 38.70225),1952.0071,25.54829611,1.56875199
6910800,38.56701,-95.96163,POINT (-95.96163 38.56701),1710.3372,32.98451101,3.021337259
6911900,38.71069,-95.83603,POINT (-95.83603 38.71069),1659.4236,32.98451101,3.021337259
6917000,38.01897,-94.71367,POINT (-94.71367 38.01897),1689.5922,30.26523436,2.674250292
6918460,37.40237,-93.80203,POINT (-93.80203 37.40237),2056.0742,28.45414788,1.381521141
6919500,37.8342,-93.87549,POINT (-93.87549 37.8342),1931.7894,30.76515891,3.461785096
6921070,37.68265,-93.37033,POINT (-93.37033 37.68265),2052.9243,24.55831704,2.888405195
6921200,37.75047,-93.26618,POINT (-93.26618 37.75047),2001.9331,24.55831704,2.888405195
6934000,38.38881,-91.81989,POINT (-91.81989 38.38881),1950.8378,27.59004466,3.509237158
7014500,38.15853,-91.10846,POINT (-91.10846 38.15853),1861.765,23.02218953,3.307368931
7056000,35.98318,-92.74755,POINT (-92.74755 35.98318),1911.9562,,
7057500,36.62303,-92.24813,POINT (-92.24813 36.62303),1790.4315,7.263833777,1.545542453
7060710,35.99535,-92.21265,POINT (-92.21265 35.99535),1929.1941,,
7066000,37.15408,-91.35816,POINT (-91.35816 37.15408),1874.428,,
7067000,36.99138,-91.01351,POINT (-91.01351 36.99138),1856.2809,,
7068000,36.622,-90.84762,POINT (-90.84762 36.622),1813.4479,0.130671125,
7071500,36.64868,-91.20082,POINT (-91.20082 36.64868),1885.9753,,
7083000,39.17221,-106.38919,POINT (-106.38919 39.17221),409.3119,,
7142300,37.87159,-98.87614,POINT (-98.87614 37.87159),1413.1128,29.20104904,2.409003426
7145700,37.24955,-97.4039,POINT (-97.4039 37.24955),1121.432,13.39576397,1.273962503
7148400,36.81503,-98.64814,POINT (-98.64814 36.81503),1104.83,34.8412902,2.795199618
7149000,37.0392,-98.47021,POINT (-98.47021 37.0392),1061.2291,18.07970152,0.856379225
7151500,37.12891,-97.60144,POINT (-97.60144 37.12891),1114.722,17.26212037,2.394632227
7167500,37.70821,-96.2236,POINT (-96.2236 37.70821),1746.6255,45.94291461,3.478607628
7180500,38.19645,-96.82458,POINT (-96.82458 38.19645),1577.2664,48.62501162,3.379239862
7184000,37.28125,-95.03267,POINT (-95.03267 37.28125),1740.5564,29.1128275,1.386571854
7195800,36.25548,-94.43394,POINT (-94.43394 36.25548),2231.9226,25.44740534,2.949526756
7196900,35.88008,-94.48661,POINT (-94.48661 35.88008),2261.2192,0.040197619,
7197000,35.9212,-94.83856,POINT (-94.83856 35.9212),2241.4072,27.33168068,3.267620257
7208500,36.37226,-104.97,POINT (-104.97 36.37226),712.3165,55.52230999,3.161495658
7226500,35.43838,-103.52579,POINT (-103.52579 35.43838),350.3906,66.99670119,3.704488453
7261000,35.2988,-92.40393,POINT (-92.40393 35.2988),1748.9774,10.58740296,2.548980092
7263295,34.8762,-92.77461,POINT (-92.77461 34.8762),1825.2583,0.038073011,
7290650,32.01778,-90.87694,POINT (-90.87694 32.01778),2093.6646,20.72216271,3.239006238
7291000,31.50306,-90.7775,POINT (-90.7775 31.50306),2032.3899,2.26259161,
7292500,31.32472,-91.10944,POINT (-91.10944 31.32472),1928.892,1.651663078,
7295000,31.22694,-91.29556,POINT (-91.29556 31.22694),2113.1533,1.651663078,
7299670,34.35452,-99.74037,POINT (-99.74037 34.35452),995.89984,59.7443958,3.894224254
7301410,35.4731,-100.12095,POINT (-100.12095 35.4731),1116.4753,64.62334154,3.6500383
7301500,35.16811,-99.50731,POINT (-99.50731 35.16811),1162.3657,63.78054784,3.730438744
7315200,33.81288,-98.08504,POINT (-98.08504 33.81288),1471.8082,14.91370566,1.72647429
7315700,34.00426,-97.56697,POINT (-97.56697 34.00426),1704.022,58.05416357,3.740632285
7335700,34.63844,-94.61272,POINT (-94.61272 34.63844),1948.5145,0.296467818,
7340300,34.37955,-94.23576,POINT (-94.23576 34.37955),1819.6069,,
7346045,32.77792,-94.35742,POINT (-94.35742 32.77792),1792.1941,8.693845021,2.552771828
7359610,34.38278,-93.60611,POINT (-93.60611 34.38278),1994.2565,,
7362100,33.37596,-92.77711,POINT (-92.77711 33.37596),1722.7391,,
7362587,34.79759,-92.93351,POINT (-92.93351 34.79759),1901.219,0.038073011,
7373000,31.53629,-92.40847,POINT (-92.40847 31.53629),1958.6316,0.04101963,
7375000,30.61602,-90.24869,POINT (-90.24869 30.61602),2168.061,37.39611672,3.959475469
7376000,30.5038,-90.67732,POINT (-90.67732 30.5038),2101.8162,28.63314057,3.825683652
8013000,30.99602,-92.67375,POINT (-92.67375 30.99602),2046.2822,0.43773962,
8014500,30.69875,-92.89319,POINT (-92.89319 30.69875),1978.4229,0.43773962,
8023080,31.97933,-93.93408,POINT (-93.93408 31.97933),2080.549,,
8025500,31.30713,-93.51573,POINT (-93.51573 31.30713),2014.8108,,
8029500,30.81889,-93.78556,POINT (-93.78556 30.81889),2057.9133,27.26549654,3.817163619
8050800,33.55455,-96.94723,POINT (-96.94723 33.55455),1864.7092,46.50103109,3.68713627
8066200,30.71631,-94.95882,POINT (-94.95882 30.71631),2072.6663,31.66056524,3.92102352
8066300,30.48139,-94.77972,POINT (-94.77972 30.48139),2215.1013,31.05650798,3.735262183
8070000,30.3366,-95.1041,POINT (-95.1041 30.3366),2070.3281,30.51289237,3.838464879
8070200,30.14549,-95.12438,POINT (-95.12438 30.14549),2325.44,30.51289237,3.838464879
8079600,33.03843,-101.19763,POINT (-101.19763 33.03843),802.3364,71.0492665,3.911857128
8082700,33.32927,-99.46508,POINT (-99.46508 33.32927),962.2702,57.14716314,3.657785877
8086212,32.7329,-99.14063,POINT (-99.14063 32.7329),1251.4524,65.29990398,3.93101345
8086290,32.64846,-99.00451,POINT (-99.00451 32.64846),1188.4233,65.29990398,3.93101345
8101000,31.28489,-97.88502,POINT (-97.88502 31.28489),1442.503,55.45628101,3.948792566
8104900,30.62575,-97.69112,POINT (-97.69112 30.62575),1551.3895,53.70678341,3.929492046
8109700,30.33938,-96.9047,POINT (-96.9047 30.33938),1838.2716,63.54833647,3.963152535
8150800,30.64352,-99.09588,POINT (-99.09588 30.64352),1331.8359,64.55548652,3.984314061
8155200,30.29632,-97.92557,POINT (-97.92557 30.29632),1531.1975,46.67684167,3.868942385
8158700,30.08299,-98.00779,POINT (-98.00779 30.08299),1693.4642,56.66078622,4.022571935
8158810,30.15549,-97.94001,POINT (-97.94001 30.15549),1678.0298,46.67684167,3.868942385
8164000,28.95998,-96.68637,POINT (-96.68637 28.95998),1963.3486,59.34896317,3.972913452
8164300,29.46691,-96.81276,POINT (-96.81276 29.46691),1903.6833,57.01285026,3.936522708
8164600,28.89138,-96.81915,POINT (-96.81915 28.89138),1989.5039,59.34896317,3.972913452
8165300,30.0641,-99.38699,POINT (-99.38699 30.0641),1473.3978,58.59647818,4.004768942
8171300,29.97938,-97.91,POINT (-97.91 29.97938),1758.7253,65.48972949,4.008648001
8175000,29.21525,-97.44943,POINT (-97.44943 29.21525),1777.4442,65.47480714,3.953854229
8176900,28.86165,-97.22638,POINT (-97.22638 28.86165),1911.6125,63.14575084,3.978320743
8178880,29.72384,-99.07004,POINT (-99.07004 29.72384),1410.2681,56.11472153,4.047897368
8189500,28.29195,-97.27916,POINT (-97.27916 28.29195),2006.6224,60.18196646,3.960847413
8190000,29.42857,-99.99729,POINT (-99.99729 29.42857),1451.4131,58.73192173,4.031335166
8190500,29.47273,-100.23646,POINT (-100.23646 29.47273),1549.5577,60.59949968,4.06497431
8194200,27.96501,-98.96697,POINT (-98.96697 27.96501),1455.5137,62.3199875,4.074524374
8195000,29.48857,-99.70478,POINT (-99.70478 29.48857),1582.5544,58.73192173,4.031335166
8196000,29.50468,-99.78145,POINT (-99.78145 29.50468),1542.1138,57.45410377,4.046860405
8198500,29.31431,-99.48047,POINT (-99.48047 29.31431),1287.0879,64.61141665,4.097920068
8200000,29.56967,-99.24671,POINT (-99.24671 29.56967),1472.3575,56.11472153,4.047897368
8202700,29.37079,-99.28782,POINT (-99.28782 29.37079),1431.4542,64.61141665,4.097920068
8267500,36.54169,-105.5564,POINT (-105.5564 36.54169),843.81866,24.29369315,3.164708115
8269000,36.43947,-105.50362,POINT (-105.50362 36.43947),717.6864,26.24160346,3.558738656
8271000,36.50836,-105.53084,POINT (-105.53084 36.50836),962.3811,24.29369315,3.164708115
8324000,35.66169,-106.74337,POINT (-106.74337 35.66169),255.68405,2.941222576,0.525183807
8377900,35.77725,-105.65807,POINT (-105.65807 35.77725),1113.7019,1.100830405,
8378500,35.70837,-105.68252,POINT (-105.68252 35.70837),988.26794,1.100830405,
8380500,35.65199,-105.3189,POINT (-105.3189 35.65199),1153.842,28.6650236,3.397134468
9034900,39.76026,-105.9064,POINT (-105.9064 39.76026),660.071,,
9035800,39.80054,-106.02641,POINT (-106.02641 39.80054),659.549,,
9035900,39.79582,-106.03057,POINT (-106.03057 39.79582),666.2944,,
9047700,39.59443,-105.97252,POINT (-105.97252 39.59443),664.39496,,
9065500,39.62582,-106.27808,POINT (-106.27808 39.62582),872.62494,,
9066000,39.59638,-106.26503,POINT (-106.26503 39.59638),808.7774,,
9066200,39.64832,-106.32308,POINT (-106.32308 39.64832),889.6347,,
9066300,39.64582,-106.38225,POINT (-106.38225 39.64582),930.62537,,
9081600,39.23221,-107.22727,POINT (-107.22727 39.23221),1020.84314,10.03945699,2.167809958
9107000,38.86027,-106.5667,POINT (-106.5667 38.86027),483.79428,8.816961013,1.848687396
9210500,42.09605,-110.41656,POINT (-110.41656 42.09605),237.17506,12.08220942,1.547696535
9223000,42.11049,-110.70962,POINT (-110.70962 42.11049),689.7708,13.47499234,2.096303824
9306242,39.92025,-108.47287,POINT (-108.47287 39.92025),277.30023,21.73654918,3.023070545
9312600,39.87579,-111.03739,POINT (-111.03739 39.87579),447.4907,15.84587584,2.632893073
9352900,37.4775,-107.54367,POINT (-107.54367 37.4775),1070.6887,18.20268754,3.070583455
9378170,37.84666,-109.36956,POINT (-109.36956 37.84666),679.98334,43.93883288,3.753479623
9378630,37.75555,-109.47651,POINT (-109.47651 37.75555),1048.0176,43.93883288,3.753479623
9386900,35.28253,-108.55341,POINT (-108.55341 35.28253),387.5057,35.16050968,3.470181861
9404450,37.33943,-112.60438,POINT (-112.60438 37.33943),749.6173,26.31913006,2.692878261
9430500,33.06118,-108.53727,POINT (-108.53727 33.06118),583.2767,28.28225898,3.20562981
9430600,33.16673,-108.64978,POINT (-108.64978 33.16673),719.2573,28.28225898,3.20562981
9447800,32.95562,-109.53119,POINT (-109.53119 32.95562),136.9973,31.34510875,3.45528034
9480000,31.35538,-110.58953,POINT (-110.58953 31.35538),543.6024,40.77797826,1.917587207
9484000,32.31674,-110.81037,POINT (-110.81037 32.31674),535.75397,29.43223022,2.272632142
9484600,32.03591,-110.67758,POINT (-110.67758 32.03591),203.51894,29.43223022,2.272632142
9492400,33.82227,-109.81454,POINT (-109.81454 33.82227),1132.2781,0.418581062,
9494000,33.73644,-110.16677,POINT (-110.16677 33.73644),501.80563,52.97080315,4.003781475
9497800,33.84311,-110.55761,POINT (-110.55761 33.84311),578.27106,44.12124688,3.831215559
9497980,33.82783,-110.85623,POINT (-110.85623 33.82783),1052.8135,44.12124688,3.831215559
9505200,34.67474,-111.67209,POINT (-111.67209 34.67474),514.5481,47.4620745,3.775291753
9505350,34.72863,-111.77571,POINT (-111.77571 34.72863),303.27612,47.4620745,3.775291753
9505800,34.53864,-111.69404,POINT (-111.69404 34.53864),508.94394,47.4620745,3.775291753
9508300,34.16087,-111.69292,POINT (-111.69292 34.16087),348.66364,47.87756517,3.811345848
9510200,33.69421,-111.5418,POINT (-111.5418 33.69421),319.73846,32.18209733,1.344180312
9512280,33.88726,-111.95404,POINT (-111.95404 33.88726),275.3334,32.18209733,1.344180312
9513780,33.9742,-112.09905,POINT (-112.09905 33.9742),261.20413,27.86202948,1.733087367
10023000,41.60994,-111.25409,POINT (-111.25409 41.60994),267.19495,16.19310256,1.789805231
10166430,40.40523,-112.1005,POINT (-112.1005 40.40523),850.1124,39.61871982,3.473004096
10172700,39.97939,-112.38023,POINT (-112.38023 39.97939),461.75278,32.71441894,3.152364119
10172800,40.49633,-112.5744,POINT (-112.5744 40.49633),831.0617,45.34730067,3.543791194
10173450,37.62276,-112.51688,POINT (-112.51688 37.62276),580.5533,17.14661597,2.59564372
10205030,38.91191,-111.53047,POINT (-111.53047 38.91191),656.83344,17.06116916,2.652394711
10234500,38.28053,-112.56827,POINT (-112.56827 38.28053),519.1441,23.19658991,3.081423806
10242000,37.6722,-113.03467,POINT (-113.03467 37.6722),438.43906,30.47919509,3.435582265
10244950,39.20154,-114.68916,POINT (-114.68916 39.20154),536.6724,17.66461824,2.76090108
10249300,38.88743,-117.24537,POINT (-117.24537 38.88743),111.90888,21.14291877,2.560960755
10258000,33.80502,-116.55918,POINT (-116.55918 33.80502),258.8844,12.458726,1.365195761
10258500,33.74502,-116.53557,POINT (-116.53557 33.74502),56.876766,12.458726,1.365195761
10259000,33.76002,-116.55002,POINT (-116.55002 33.76002),359.58817,12.458726,1.365195761
10259200,33.63114,-116.39223,POINT (-116.39223 33.63114),41.92159,17.12947703,3.244393779
10263500,34.42083,-117.83951,POINT (-117.83951 34.42083),485.7129,3.715133402,0.415440792
10310500,39.11324,-119.79824,POINT (-119.79824 39.11324),328.17,12.70697885,1.986022285
10316500,40.69076,-115.477,POINT (-115.477 40.69076),778.70685,22.91720449,2.435829202
10329500,41.53462,-117.41791,POINT (-117.41791 41.53462),172.18842,30.24309949,2.401065872
10336645,39.05185,-120.11852,POINT (-120.11852 39.05185),337.28375,,
10336660,39.10741,-120.16214,POINT (-120.16214 39.10741),1145.0715,,
10336740,39.06658,-119.93546,POINT (-119.93546 39.06658),886.5484,12.70697885,1.986022285
10343500,39.43157,-120.23798,POINT (-120.23798 39.43157),1469.9722,,
10348850,39.35435,-119.85852,POINT (-119.85852 39.35435),1106.4438,12.70697885,1.986022285
10396000,42.79083,-118.8675,POINT (-118.8675 42.79083),263.9617,23.46084795,2.426998448
11098000,34.22223,-118.17757,POINT (-118.17757 34.22223),1235.4714,11.69832573,1.181874636
11124500,34.59666,-119.90875,POINT (-119.90875 34.59666),903.50604,12.63957611,1.395124285
11141280,35.23553,-120.47239,POINT (-120.47239 35.23553),1515.6339,17.99930343,1.298502697
11143000,36.2458,-121.77329,POINT (-121.77329 36.2458),875.6867,,
11148900,35.78858,-121.09381,POINT (-121.09381 35.78858),1207.0851,,
11151300,36.26802,-121.0663,POINT (-121.0663 36.26802),627.41266,11.83373385,0.555275887
11162500,37.26078,-122.32886,POINT (-122.32886 37.26078),2066.7798,0.0768273,
11176400,37.56132,-121.68384,POINT (-121.68384 37.56132),880.6199,17.7309252,1.663694062
11180500,37.60605,-122.02385,POINT (-122.02385 37.60605),938.1572,0.102021358,
11180960,37.71771,-122.05441,POINT (-122.05441 37.71771),1444.4059,0.102021358,
11224500,36.21468,-120.47071,POINT (-120.47071 36.21468),438.20935,26.17627257,0.680603575
11230500,37.33939,-118.97345,POINT (-118.97345 37.33939),830.7608,6.979193519,1.296133938
11237500,37.19856,-119.21373,POINT (-119.21373 37.19856),1280.7036,0.016245058,
11253310,36.40217,-120.43349,POINT (-120.43349 36.40217),376.58994,26.17627257,0.680603575
11264500,37.73159,-119.55877,POINT (-119.55877 37.73159),971.657,0.025111013,
11266500,37.71687,-119.66628,POINT (-119.66628 37.71687),1374.7095,0.025111013,
11274500,37.31549,-121.12521,POINT (-121.12521 37.31549),592.6416,11.95861741,1.16798126
11274630,37.4866,-121.2091,POINT (-121.2091 37.4866),567.1619,11.95861741,1.16798126
11284400,37.84187,-120.18491,POINT (-120.18491 37.84187),1392.3314,22.91530577,2.616943664
11299600,37.96104,-120.6152,POINT (-120.6152 37.96104),798.72565,20.31397801,1.020734864
11381500,40.0546,-122.02415,POINT (-122.02415 40.0546),378.06723,21.06626115,2.797050122
11383500,40.01405,-121.94832,POINT (-121.94832 40.01405),455.36758,0.049257238,
11451100,39.16545,-122.61999,POINT (-122.61999 39.16545),1293.2535,13.1831728,1.589456698
11468500,39.42822,-123.73779,POINT (-123.73779 39.42822),2421.0574,0.072682825,
11473900,39.70627,-123.32529,POINT (-123.32529 39.70627),1556.6384,,
11475560,39.7296,-123.64391,POINT (-123.64391 39.7296),2370.486,,
11476600,40.35125,-124.00393,POINT (-124.00393 40.35125),2517.4707,0.201324774,
11478500,40.48042,-123.89088,POINT (-123.89088 40.48042),2142.849,,
11480390,40.28431,-123.3353,POINT (-123.3353 40.28431),1567.4716,,
11481200,41.01096,-124.08173,POINT (-124.08173 41.01096),2610.6206,,
11482500,41.29929,-124.05118,POINT (-124.05118 41.29929),1701.4102,,
11522500,41.37763,-123.47756,POINT (-123.47756 41.37763),1727.7675,,
11523200,41.11126,-122.70558,POINT (-122.70558 41.11126),1578.0365,,
11528700,40.64986,-123.4942,POINT (-123.4942 40.64986),1546.1967,,
11532500,41.7915,-124.07619,POINT (-124.07619 41.7915),1690.9197,,
12010000,46.37399,-123.74348,POINT (-123.74348 46.37399),2243.8752,,
12013500,46.65093,-123.65266,POINT (-123.65266 46.65093),2004.4316,,
12020000,46.61732,-123.27764,POINT (-123.27764 46.61732),2021.9497,1.641798789,
12025000,46.6201,-122.94513,POINT (-122.94513 46.6201),1350.783,0.185221409,
12025700,46.7726,-122.59401,POINT (-122.59401 46.7726),1906.4999,0.185221409,
12035000,47.00065,-123.49488,POINT (-123.49488 47.00065),1986.8003,,
12040500,47.53786,-124.31575,POINT (-124.31575 47.53786),1730.4396,,
12041200,47.80675,-124.25103,POINT (-124.25103 47.80675),1789.7736,,
12043000,47.96008,-124.39299,POINT (-124.39299 47.96008),1766.1924,,
12048000,48.01426,-123.13268,POINT (-123.13268 48.01426),1547.5701,,
12054000,47.68398,-123.01155,POINT (-123.01155 47.68398),1310.1526,,
12056500,47.51426,-123.32989,POINT (-123.32989 47.51426),1203.7512,,
12073500,47.38926,-122.69902,POINT (-122.69902 47.38926),1052.0286,0.10467514,
12082500,46.75261,-122.08372,POINT (-122.08372 46.75261),1896.4021,1.495589213,
12092000,46.90372,-122.03511,POINT (-122.03511 46.90372),1599.7888,1.495589213,
12095000,47.13955,-122.09261,POINT (-122.09261 47.13955),1752.4711,0.169243862,
12114500,47.34205,-121.54899,POINT (-121.54899 47.34205),1487.099,0.165470752,
12115000,47.37011,-121.6251,POINT (-121.6251 47.37011),1435.5724,0.165470752,
12115500,47.35066,-121.66316,POINT (-121.66316 47.35066),1312.4324,0.165470752,
12117000,47.38649,-121.84622,POINT (-121.84622 47.38649),1477.6168,0.165470752,
12141300,47.48594,-121.64788,POINT (-121.64788 47.48594),1400.1451,0.165470752,
12143600,47.4526,-121.71788,POINT (-121.71788 47.4526),1601.4777,0.165470752,
12144000,47.49288,-121.79011,POINT (-121.79011 47.49288),1652.6455,0.165470752,
12145500,47.53982,-121.909,POINT (-121.909 47.53982),1713.5588,1.967042067,
12147500,47.71232,-121.78873,POINT (-121.78873 47.71232),1599.7848,1.967042067,
12147600,47.70677,-121.60011,POINT (-121.60011 47.70677),1392.9563,1.967042067,
12167000,48.26149,-122.04764,POINT (-122.04764 48.26149),1789.5867,4.462049,
12175500,48.67263,-121.0729,POINT (-121.0729 48.67263),1021.4196,,
12178100,48.65596,-121.23846,POINT (-121.23846 48.65596),946.08923,,
12186000,48.16872,-121.47067,POINT (-121.47067 48.16872),1434.755,,
12189500,48.42456,-121.56846,POINT (-121.56846 48.42456),1645.924,0.113333923,
12358500,48.49524,-114.01012,POINT (-114.01012 48.49524),803.93536,,
12374250,47.82966,-114.69763,POINT (-114.69763 47.82966),452.14224,,
12375900,47.4916,-114.02677,POINT (-114.02677 47.4916),1135.7332,,
12377150,47.32299,-113.97955,POINT (-113.97955 47.32299),966.0939,,
12381400,47.19549,-113.85065,POINT (-113.85065 47.19549),760.39856,,
12383500,47.14743,-113.97427,POINT (-113.97427 47.14743),864.4371,,
12388400,47.26632,-114.40679,POINT (-114.40679 47.26632),882.2858,,
12390700,47.58605,-115.35515,POINT (-115.35515 47.58605),893.27594,,
12411000,47.70611,-115.97917,POINT (-115.97917 47.70611),1240.2584,0.019392609,
12414500,47.27464,-116.18905,POINT (-116.18905 47.27464),1179.8108,,
